id,category_name,category_id,name,mrn,mrn_full,desc,webtrition_id,sort_order,portion,qty,ingredients,category_id,custom_allergens,calories
670ab1f42b7b7acd385eab67,Gluten Free Pantry,66e1fc2de45d43074be3a10b,Rice Krispies,63313,63313.8,,,1,1 cup,,Rice Krispies Cereal,66e1fc2de45d43074be3a10b,,100
670ab1f42b7b7acd385eab36,Gluten Free Pantry,66e1fc2de45d43074be3a10b,Cheerios,63313,63313.2,,,2,1 cup,,Cheerios Cereal,66e1fc2de45d43074be3a10b,,100
670ab1f42b7b7acd385eab71,Gluten Free Pantry,66e1fc2de45d43074be3a10b,Lucky Charms,82256,82256.4,,,3,1 cup,,Lucky Charms Cereal,66e1fc2de45d43074be3a10b,,140
670ab1f42b7b7acd385eabf6,Gluten Free Pantry,66e1fc2de45d43074be3a10b,Udi's Hamburger Bun,1390,1390.5,,,4,1 each,,Gluten Free Hamburger Bun,66e1fc2de45d43074be3a10b,,240
670ab1f42b7b7acd385eabfb,Gluten Free Pantry,66e1fc2de45d43074be3a10b,Udi's White Bread,1390,1390.3,,,5,1 slice,,Udi's Bread,66e1fc2de45d43074be3a10b,,150
670ab1f42b7b7acd385eac01,Gluten Free Pantry,66e1fc2de45d43074be3a10b,Udi's Plain Bagel,1390,1390.4,,,6,1 each,,Udi's Bagel,66e1fc2de45d43074be3a10b,,310
670ab1f42b7b7acd385ead1c,Beverage,66e1fc2de45d43074be3a110,Orange Juice,52456,52456.0,,,1,16 floz,,Orange Juice,66e1fc2de45d43074be3a110,,230
670ab1f42b7b7acd385ead48,Beverage,66e1fc2de45d43074be3a110,Apple Juice,52459,52459.0,,,2,16 floz,,Apple Juice,66e1fc2de45d43074be3a110,,230
670ab1f42b7b7acd385eacf1,Beverage,66e1fc2de45d43074be3a110,Cranberry Juice,81277,81277.0,,,3,16 floz,,"Waters, Cranberry Juice",66e1fc2de45d43074be3a110,,210
670ab1f42b7b7acd385ead30,Beverage,66e1fc2de45d43074be3a110,Coffee,1319,1319.0,,,4,8 ounce,,"Coffee, Water",66e1fc2de45d43074be3a110,,0
670ab1f42b7b7acd385ead3d,Beverage,66e1fc2de45d43074be3a110,Decaf Coffee,16603,16603.0,,,5,8 floz,,"Water, Decaf Coffee",66e1fc2de45d43074be3a110,,0
670ab1f42b7b7acd385ead51,Beverage,66e1fc2de45d43074be3a110,Hot Tea,1343,1343.0,,,6,8 ounce,,"Water, Tea",66e1fc2de45d43074be3a110,,0
670ab1f42b7b7acd385ead06,Beverage,66e1fc2de45d43074be3a110,Mountain Berry Powerade,82373,82373.5,,,7,16 floz,,Mountain Berry Powerade,66e1fc2de45d43074be3a110,,120
670ab1f42b7b7acd385eacee,Beverage,66e1fc2de45d43074be3a110,Diet Coke,80871,80871.0,,,8,1 floz,,Diet Cola Syrup,66e1fc2de45d43074be3a110,,0
670ab1f42b7b7acd385ead01,Beverage,66e1fc2de45d43074be3a110,Lemonade,85814,85814.4,,,9,16 floz,,Lemonade,66e1fc2de45d43074be3a110,,90
670ab1f42b7b7acd385ead12,Beverage,66e1fc2de45d43074be3a110,Coca-Cola,80448,80448.0,,,10,16 floz,,Cola Syrup,66e1fc2de45d43074be3a110,,210
670ab1f42b7b7acd385eace1,Beverage,66e1fc2de45d43074be3a110,Sprite,80876,80876.0,,,11,16 floz,,Sprite Syrup,66e1fc2de45d43074be3a110,,200
670ab1f42b7b7acd385ead44,Beverage,66e1fc2de45d43074be3a110,Barq's Root Beer,80888,80888.0,,,12,16 floz,,Root Beer Syrup,66e1fc2de45d43074be3a110,,230
670ab1f42b7b7acd385eacd8,Beverage,66e1fc2de45d43074be3a110,Sweet Iced Tea,87452,87452.6,,,13,16 floz,,Sweet Iced Tea,66e1fc2de45d43074be3a110,,180
670ab1f42b7b7acd385eacf6,Beverage,66e1fc2de45d43074be3a110,"Milk, Skim",52470,52470.0,Nonfat,,15,16 floz,,Fat Free Milk,66e1fc2de45d43074be3a110,,170
670ab1f42b7b7acd385ead38,Beverage,66e1fc2de45d43074be3a110,"Milk, Lowfat, 1%",52467,52467.0,,,16,16 floz,,Lowfat Milk,66e1fc2de45d43074be3a110,,200
670ab1f42b7b7acd385eacce,Beverage,66e1fc2de45d43074be3a110,"Chocolate Milk, Low Fat 1%",52465,52465.0,,,17,16 floz,,Low Fat Chocolate Milk,66e1fc2de45d43074be3a110,,380
670ab1f42b7b7acd385ead0c,Beverage,66e1fc2de45d43074be3a110,"Milk, Soy, Chocolate, 8 fl oz",20462,20462.0,,,18,1 each,,"Soymilk (Filtered Water, Soybeans), Cane Sugar, Cocoa (Processed with Alkali), Vitamin and Mineral Blend (Calcium Carbonate, Vitamin A Palmitate, Vitamin D2, Riboflavin [B2], Vitamin B12), Sea Salt, Gellan Gum, Ascorbic Acid (To Protect Freshness), Natural Flavor. Contains Soy.",66e1fc2de45d43074be3a110,,170
670ab1f42b7b7acd385eacfa,Beverage,66e1fc2de45d43074be3a110,"Milk, Soy, Vanilla, 8 fl oz",20463,20463.0,,,19,1 each,,"Soymilk (Filtered Water, Soybeans), Cane Sugar, Vitamin and Mineral Blend (Calcium Carbonate, Vitamin A Palmitate, Vitamin D2, Riboflavin [B2], Vitamin B12), Sea Salt, Gellan Gum, Natural Flavor, Ascorbic Acid (To Protect Freshness). Contains Soy.",66e1fc2de45d43074be3a110,,150
